,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
75391,1,Platichthys flesus,254,1997
75392,1,Platichthys flesus,254,2000
75393,1,Platichthys flesus,254,2002
75394,1,Platichthys flesus,254,2008
75401,2,Platichthys flesus,254,2003
75420,3,Platichthys flesus,254,1998
75430,1,Scophthalmus rhombus,254,1996
75449,1,Carcinus maenas,254,1997
75450,1,Carcinus maenas,254,2006
75468,2,Palaemon adspersus,254,1997
75469,2,Palaemon adspersus,254,2002
75470,2,Palaemon adspersus,254,2004
75494,1,Trachurus trachurus,254,1999
75496,2,Trachurus trachurus,254,1997
75497,3,Trachurus trachurus,254,1998
75501,2,Gobiusculus flavescens,254,2004
75502,2,Gobiusculus flavescens,254,2005
75516,3,Gobiusculus flavescens,254,2008
75561,1,Gadus morhua,254,1999
75563,2,Gadus morhua,254,2005
75564,2,Gadus morhua,254,2008
75567,3,Gadus morhua,254,2004
75578,12,Gadus morhua,254,1998
75586,22,Gadus morhua,254,2007
75601,1,Gadus morhua,254,1997
75608,1,Solea solea,254,2001
75609,1,Solea solea,254,2002
75637,3,Ctenolabrus rupestris,255,2000
75638,3,Ctenolabrus rupestris,255,2001
75639,3,Ctenolabrus rupestris,255,2002
75640,3,Ctenolabrus rupestris,255,2003
75641,3,Ctenolabrus rupestris,255,2004
75642,3,Ctenolabrus rupestris,255,2005
75643,3,Ctenolabrus rupestris,255,2006
75647,1,Cyanea capillata,255,1997
75648,1,Cyanea capillata,255,1999
75649,1,Cyanea capillata,255,2000
75651,2,Cyanea capillata,255,1998
75652,2,Cyanea capillata,255,2001
75653,2,Cyanea capillata,255,2002
75655,6,Cyanea capillata,255,2006
75656,7,Cyanea capillata,255,1995
75657,10,Cyanea capillata,255,1996
75660,1,Sprattus sprattus,255,1997
75663,2,Sprattus sprattus,255,2003
75664,2,Sprattus sprattus,255,2007
75666,4,Sprattus sprattus,255,1996
75667,1,Pagurus prideaux,255,1995
75668,1,Pagurus prideaux,255,1999
75671,1,Callionymus lyra,255,2000
75672,1,Callionymus lyra,255,2005
75676,1,Symphodus melops,255,1996
75677,1,Symphodus melops,255,1999
75680,2,Symphodus melops,255,2004
75685,3,Symphodus melops,255,2000
75686,3,Symphodus melops,255,2001
75687,3,Symphodus melops,255,2005
75689,4,Symphodus melops,255,2003
75690,5,Symphodus melops,255,2002
75691,5,Symphodus melops,255,2006
75692,1,Crangon crangon,255,1999
75693,1,Merlangius merlangus,255,1997
75694,1,Merlangius merlangus,255,2001
75696,2,Merlangius merlangus,255,2000
75697,2,Merlangius merlangus,255,2003
75698,2,Merlangius merlangus,255,2006
75700,3,Merlangius merlangus,255,2005
75703,12,Merlangius merlangus,255,2002
75704,2,Eutrigla gurnardus,255,1999
75711,3,Crystallogobius linearis,255,1997
75712,3,Crystallogobius linearis,255,1999
75713,3,Crystallogobius linearis,255,2004
75714,3,Crystallogobius linearis,255,2005
75715,3,Crystallogobius linearis,255,2006
75718,4,Crystallogobius linearis,255,2003
75719,4,Crystallogobius linearis,255,2007
75720,4,Crystallogobius linearis,255,2008
75722,5,Crystallogobius linearis,255,2002
75727,2,Scomber scombrus,255,1996
75729,2,Manetyngel unknown,255,2006
75733,4,Manetyngel unknown,255,2007
75734,4,Manetyngel unknown,255,2008
75735,1,Pleuronectes platessa,255,2006
75745,3,Pomatoschistus minutus,255,1995
75746,3,Pomatoschistus minutus,255,1996
75747,3,Pomatoschistus minutus,255,1997
75748,3,Pomatoschistus minutus,255,1998
75749,3,Pomatoschistus minutus,255,1999
75750,3,Pomatoschistus minutus,255,2000
75751,3,Pomatoschistus minutus,255,2001
75752,3,Pomatoschistus minutus,255,2002
75753,3,Pomatoschistus minutus,255,2003
75754,3,Pomatoschistus minutus,255,2004
75755,3,Pomatoschistus minutus,255,2005
75756,3,Pomatoschistus minutus,255,2006
75757,3,Pomatoschistus minutus,255,2007
75758,3,Pomatoschistus minutus,255,2008
75768,1,Hyperoplus lanceolatus,255,1995
75769,3,Clupea harengus,255,1996
75771,1,Salmo trutta,255,2007
75773,3,Polioptila caerulea,255,1996
75778,2,Asteroidea,255,1996
75780,3,Asteroidea,255,1995
75785,1,Platichthys flesus,255,1996
75786,1,Platichthys flesus,255,2000
75787,1,Platichthys flesus,255,2001
75788,1,Platichthys flesus,255,2002
75789,1,Platichthys flesus,255,2003
75790,1,Platichthys flesus,255,2005
75791,1,Platichthys flesus,255,2006
75792,1,Platichthys flesus,255,2008
75799,3,Platichthys flesus,255,1997
75802,4,Platichthys flesus,255,1999
75803,1,Scophthalmus rhombus,255,1998
75805,2,Gasterosteidae,255,1997
75806,2,Gasterosteidae,255,1999
75807,2,Gasterosteidae,255,2000
75808,2,Gasterosteidae,255,2002
75809,2,Gasterosteidae,255,2003
75815,1,Carcinus maenas,255,1997
75816,1,Carcinus maenas,255,1999
75817,1,Carcinus maenas,255,2000
75818,1,Carcinus maenas,255,2001
75819,1,Carcinus maenas,255,2006
75823,2,Carcinus maenas,255,1995
75824,2,Carcinus maenas,255,1998
75825,2,Carcinus maenas,255,2003
75826,2,Carcinus maenas,255,2007
75828,3,Carcinus maenas,255,2002
75829,1,Palaemon adspersus,255,1995
75830,1,Palaemon adspersus,255,2004
75831,2,Palaemon adspersus,255,1996
75832,2,Palaemon adspersus,255,1998
75833,2,Palaemon adspersus,255,1999
75834,2,Palaemon adspersus,255,2000
75835,2,Palaemon adspersus,255,2001
75836,2,Palaemon adspersus,255,2003
75843,3,Palaemon adspersus,255,2006
75847,2,Trachurus trachurus,255,2004
75851,2,Gobiusculus flavescens,255,1995
75852,2,Gobiusculus flavescens,255,1998
75853,2,Gobiusculus flavescens,255,2006
75859,3,Gobiusculus flavescens,255,1997
75860,3,Gobiusculus flavescens,255,2001
75861,3,Gobiusculus flavescens,255,2003
75862,3,Gobiusculus flavescens,255,2004
75863,3,Gobiusculus flavescens,255,2005
75869,1,Sygnathus typhle,255,2000
75870,1,Sygnathus typhle,255,2006
75875,3,Sygnathus typhle,255,2001
75879,1,Spinachia spinachia,255,2005
75880,1,Spinachia spinachia,255,2006
75882,2,Spinachia spinachia,255,2000
75885,4,Spinachia spinachia,255,2001
75887,2,Gadus morhua,255,1997
75888,1,Gadus morhua,255,2001
75891,2,Gadus morhua,255,1995
75892,2,Gadus morhua,255,1996
75896,3,Gadus morhua,255,1998
75897,3,Gadus morhua,255,2006
75900,5,Gadus morhua,255,2003
75901,5,Gadus morhua,255,2007
75903,7,Gadus morhua,255,2004
75904,9,Gadus morhua,255,2002
75908,15,Gadus morhua,255,2000
75909,29,Gadus morhua,255,2005
75911,1,Solea solea,255,1996
75930,3,Ctenolabrus rupestris,256,1996
75931,3,Ctenolabrus rupestris,256,1997
75932,3,Ctenolabrus rupestris,256,1999
75933,3,Ctenolabrus rupestris,256,2000
75934,3,Ctenolabrus rupestris,256,2003
75935,3,Ctenolabrus rupestris,256,2004
75936,3,Ctenolabrus rupestris,256,2006
75937,3,Ctenolabrus rupestris,256,2008
75939,1,Labrus bergylta,256,1996
75940,1,Labrus bergylta,256,2001
75947,1,Cyanea capillata,256,1998
75948,1,Cyanea capillata,256,2000
75951,3,Cyanea capillata,256,2008
75952,1,Sprattus sprattus,256,2003
75953,1,Sprattus sprattus,256,2007
75956,2,Sprattus sprattus,256,1996
75961,1,Symphodus melops,256,2005
75963,2,Symphodus melops,256,1999
75964,2,Symphodus melops,256,2003
75968,3,Symphodus melops,256,1997
75969,3,Symphodus melops,256,2001
75970,3,Symphodus melops,256,2006
75973,5,Symphodus melops,256,1996
75976,1,Crangon crangon,256,1996
75977,1,Crangon crangon,256,1999
75978,1,Merlangius merlangus,256,1996
75979,1,Merlangius merlangus,256,2002
75980,1,Merlangius merlangus,256,2004
75983,2,Merlangius merlangus,256,2006
75984,4,Merlangius merlangus,256,2001
75986,95,Merlangius merlangus,256,2003
75988,2,Crystallogobius linearis,256,1999
75989,2,Crystallogobius linearis,256,2006
75992,3,Crystallogobius linearis,256,2004
75993,3,Crystallogobius linearis,256,2005
75994,4,Crystallogobius linearis,256,2002
75998,2,Manetyngel unknown,256,2007
76001,4,Manetyngel unknown,256,2008
76012,3,Pomatoschistus minutus,256,1995
76013,3,Pomatoschistus minutus,256,1996
76014,3,Pomatoschistus minutus,256,1997
76015,3,Pomatoschistus minutus,256,1998
76016,3,Pomatoschistus minutus,256,1999
76017,3,Pomatoschistus minutus,256,2000
76018,3,Pomatoschistus minutus,256,2001
76019,3,Pomatoschistus minutus,256,2002
76020,3,Pomatoschistus minutus,256,2003
76021,3,Pomatoschistus minutus,256,2004
76022,3,Pomatoschistus minutus,256,2005
76023,3,Pomatoschistus minutus,256,2006
76024,3,Pomatoschistus minutus,256,2007
76033,2,Pollachius virens,256,2000
76035,1,Hyperoplus lanceolatus,256,1996
76038,1,Salmo trutta,256,2004
76043,3,Salmo trutta,256,2008
76046,5,Salmo trutta,256,2006
76047,7,Salmo trutta,256,1998
76049,14,Salmo trutta,256,2007
76051,2,Polioptila caerulea,256,1996
76053,4,Asteroidea,256,1996
76055,1,Platichthys flesus,256,1996
76056,1,Platichthys flesus,256,1997
76057,1,Platichthys flesus,256,2001
76062,2,Platichthys flesus,256,2004
76063,2,Platichthys flesus,256,2005
76064,2,Platichthys flesus,256,2008
76069,3,Platichthys flesus,256,1999
76074,1,Scophthalmus rhombus,256,1999
76075,1,Gasterosteidae,256,2001
76080,2,Gasterosteidae,256,1996
76081,2,Gasterosteidae,256,2000
76082,2,Gasterosteidae,256,2002
76083,2,Gasterosteidae,256,2003
76084,2,Gasterosteidae,256,2005
76091,1,Carcinus maenas,256,1995
76092,1,Carcinus maenas,256,2000
76093,1,Carcinus maenas,256,2001
76094,1,Carcinus maenas,256,2003
76095,1,Carcinus maenas,256,2007
76099,2,Carcinus maenas,256,2006
76102,3,Carcinus maenas,256,1996
76103,3,Carcinus maenas,256,1998
76104,3,Carcinus maenas,256,2004
76109,2,Palaemon adspersus,256,1996
76110,2,Palaemon adspersus,256,1997
76111,2,Palaemon adspersus,256,1998
76112,2,Palaemon adspersus,256,1999
76113,2,Palaemon adspersus,256,2000
76114,2,Palaemon adspersus,256,2001
76115,2,Palaemon adspersus,256,2002
76116,2,Palaemon adspersus,256,2003
76117,2,Palaemon adspersus,256,2004
76118,2,Palaemon adspersus,256,2005
76119,2,Palaemon adspersus,256,2007
76125,3,Palaemon adspersus,256,2006
76131,2,Gobiusculus flavescens,256,1997
76132,2,Gobiusculus flavescens,256,1998
76133,2,Gobiusculus flavescens,256,2000
76134,2,Gobiusculus flavescens,256,2001
76135,2,Gobiusculus flavescens,256,2003
76136,2,Gobiusculus flavescens,256,2008
76142,3,Gobiusculus flavescens,256,2005
76143,3,Gobiusculus flavescens,256,2006
76148,1,Sygnathus typhle,256,1996
76149,1,Sygnathus typhle,256,1999
76150,1,Sygnathus typhle,256,2003
76153,3,Sygnathus typhle,256,2000
76154,3,Sygnathus typhle,256,2001
76155,3,Sygnathus typhle,256,2002
76160,1,Spinachia spinachia,256,2000
76161,1,Spinachia spinachia,256,2003
76162,1,Spinachia spinachia,256,2008
76165,2,Spinachia spinachia,256,2005
76171,5,Spinachia spinachia,256,1996
76174,1,Gadus morhua,256,2001
76175,1,Gadus morhua,256,2002
76176,1,Gadus morhua,256,2004
76177,1,Gadus morhua,256,2007
76180,2,Gadus morhua,256,1997
76181,2,Gadus morhua,256,1998
76182,3,Gadus morhua,256,2005
76184,6,Gadus morhua,256,2000
76187,23,Gadus morhua,256,1996
76188,38,Gadus morhua,256,2003
76194,1,Scorpaenidae,256,2008
76211,1,Anguilla anguilla,257,1995
76212,1,Anguilla anguilla,257,1996
76220,4,Anguilla anguilla,257,2006
76273,3,Ctenolabrus rupestris,257,1996
76274,3,Ctenolabrus rupestris,257,1997
76275,3,Ctenolabrus rupestris,257,1998
76276,3,Ctenolabrus rupestris,257,1999
76277,3,Ctenolabrus rupestris,257,2000
76278,3,Ctenolabrus rupestris,257,2003
76279,3,Ctenolabrus rupestris,257,2004
76280,3,Ctenolabrus rupestris,257,2005
76302,1,Cyanea capillata,257,2007
76303,1,Cyanea capillata,257,2008
76310,2,Cyanea capillata,257,1997
76316,5,Cyanea capillata,257,2003
76317,8,Cyanea capillata,257,2001
76319,1,Sprattus sprattus,257,2004
76326,3,Sprattus sprattus,257,1996
76336,1,Callionymus lyra,257,1996
76354,1,Symphodus melops,257,1996
76355,1,Symphodus melops,257,1997
76356,1,Symphodus melops,257,2005
76357,1,Symphodus melops,257,2006
76369,3,Symphodus melops,257,1999
76372,4,Symphodus melops,257,1998
76373,4,Symphodus melops,257,2001
76375,5,Symphodus melops,257,2003
76398,2,Merlangius merlangus,257,1998
76399,2,Merlangius merlangus,257,1999
76400,2,Merlangius merlangus,257,2006
76405,3,Merlangius merlangus,257,1997
76406,3,Merlangius merlangus,257,2000
76416,106,Merlangius merlangus,257,2004
76418,298,Merlangius merlangus,257,2003
76431,1,Eutrigla gurnardus,257,1997
76435,2,Eutrigla gurnardus,257,1998
76439,2,Echinoidea,257,2005
76441,2,Crystallogobius linearis,257,2001
76442,2,Crystallogobius linearis,257,2002
76443,2,Crystallogobius linearis,257,2004
76453,3,Crystallogobius linearis,257,1997
76454,3,Crystallogobius linearis,257,1999
76455,3,Crystallogobius linearis,257,2006
76456,3,Crystallogobius linearis,257,2007
76458,4,Crystallogobius linearis,257,2005
76459,4,Crystallogobius linearis,257,2008
76484,3,Manetyngel unknown,257,1995
76487,4,Manetyngel unknown,257,2008
76488,5,Manetyngel unknown,257,2007
76557,3,Pomatoschistus minutus,257,1995
76558,3,Pomatoschistus minutus,257,1996
76559,3,Pomatoschistus minutus,257,1997
76560,3,Pomatoschistus minutus,257,1998
76561,3,Pomatoschistus minutus,257,1999
76562,3,Pomatoschistus minutus,257,2000
76563,3,Pomatoschistus minutus,257,2001
76564,3,Pomatoschistus minutus,257,2002
76565,3,Pomatoschistus minutus,257,2003
76566,3,Pomatoschistus minutus,257,2004
76567,3,Pomatoschistus minutus,257,2005
76568,3,Pomatoschistus minutus,257,2006
76569,3,Pomatoschistus minutus,257,2007
76570,3,Pomatoschistus minutus,257,2008
76589,2,Pollachius virens,257,1996
76591,1,Hyperoplus lanceolatus,257,1999
76600,3,Clupea harengus,257,1996
76608,1,Salmo trutta,257,2000
76609,1,Salmo trutta,257,2004
76615,30,Salmo trutta,257,2008
76622,4,Asteroidea,257,1995
76623,4,Asteroidea,257,1996
76636,1,Platichthys flesus,257,2004
76637,1,Platichthys flesus,257,2008
76646,2,Platichthys flesus,257,2007
76657,3,Platichthys flesus,257,1996
76665,1,Scophthalmus rhombus,257,2007
76670,1,Gasterosteidae,257,1999
76689,1,Carcinus maenas,257,2000
76690,1,Carcinus maenas,257,2001
76691,1,Carcinus maenas,257,2002
76692,1,Carcinus maenas,257,2003
76693,1,Carcinus maenas,257,2004
76695,2,Carcinus maenas,257,1995
76696,2,Carcinus maenas,257,1999
76697,2,Carcinus maenas,257,2007
76715,3,Carcinus maenas,257,1996
76716,3,Carcinus maenas,257,1997
76717,3,Carcinus maenas,257,1998
76718,3,Carcinus maenas,257,2006
76719,1,Palaemon adspersus,257,2001
76722,2,Palaemon adspersus,257,1997
76723,2,Palaemon adspersus,257,1998
76724,2,Palaemon adspersus,257,2000
76725,2,Palaemon adspersus,257,2002
76726,2,Palaemon adspersus,257,2006
76727,2,Palaemon adspersus,257,2007
76738,3,Palaemon adspersus,257,1999
76762,2,Trachurus trachurus,257,2003
76764,3,Trachurus trachurus,257,2004
76768,2,Gobiusculus flavescens,257,2001
76769,2,Gobiusculus flavescens,257,2002
76770,2,Gobiusculus flavescens,257,2004
76771,2,Gobiusculus flavescens,257,2006
76790,4,Gobiusculus flavescens,257,1996
76791,4,Gobiusculus flavescens,257,1997
76797,1,Sygnathus typhle,257,1997
76798,1,Sygnathus typhle,257,2000
76820,1,Spinachia spinachia,257,1995
76821,1,Spinachia spinachia,257,1997
76822,1,Spinachia spinachia,257,2005
76824,2,Spinachia spinachia,257,1999
76825,2,Spinachia spinachia,257,2001
76845,4,Spinachia spinachia,257,1996
76856,1,Gadus morhua,257,2002
76864,6,Gadus morhua,257,1995
76872,4,Gadus morhua,257,2001
76878,6,Gadus morhua,257,2004
76879,6,Gadus morhua,257,2006
76880,6,Gadus morhua,257,2008
76883,7,Gadus morhua,257,2005
76885,9,Gadus morhua,257,1996
76891,20,Gadus morhua,257,1999
76893,25,Gadus morhua,257,1998
76894,27,Gadus morhua,257,2000
76897,38,Gadus morhua,257,2007
76899,154,Gadus morhua,257,2003
78251,1,Anguilla anguilla,271,1997
78317,3,Ctenolabrus rupestris,271,1995
78318,3,Ctenolabrus rupestris,271,1997
78319,3,Ctenolabrus rupestris,271,1999
78320,3,Ctenolabrus rupestris,271,2000
78321,3,Ctenolabrus rupestris,271,2001
78322,3,Ctenolabrus rupestris,271,2002
78323,3,Ctenolabrus rupestris,271,2004
78324,3,Ctenolabrus rupestris,271,2005
78325,3,Ctenolabrus rupestris,271,2006
78326,3,Ctenolabrus rupestris,271,2008
78333,1,Labrus bergylta,271,2004
78342,1,Cyanea capillata,271,1996
78349,2,Cyanea capillata,271,1998
78350,2,Cyanea capillata,271,2005
78355,7,Cyanea capillata,271,1995
78356,11,Cyanea capillata,271,2003
78361,1,Sprattus sprattus,271,1996
78367,2,Sprattus sprattus,271,1998
78368,2,Sprattus sprattus,271,2003
78369,2,Sprattus sprattus,271,2004
78370,2,Sprattus sprattus,271,2007
78378,3,Sprattus sprattus,271,2001
78379,3,Sprattus sprattus,271,2002
78384,4,Sprattus sprattus,271,2005
78385,4,Sprattus sprattus,271,2006
78387,5,Sprattus sprattus,271,1997
78393,1,Callionymus lyra,271,1996
78396,2,Aurelia aurita,271,1995
78400,1,Symphodus melops,271,1996
78401,1,Symphodus melops,271,2003
78402,1,Symphodus melops,271,2004
78403,1,Symphodus melops,271,2006
78409,3,Symphodus melops,271,2001
78420,1,Merlangius merlangus,271,2000
78421,1,Merlangius merlangus,271,2003
78422,1,Merlangius merlangus,271,2005
78423,1,Merlangius merlangus,271,2006
78425,2,Merlangius merlangus,271,1995
78426,2,Merlangius merlangus,271,2004
78470,1,Eutrigla gurnardus,271,1999
78471,1,Eutrigla gurnardus,271,2007
78474,3,Eutrigla gurnardus,271,1995
78475,3,Eutrigla gurnardus,271,1996
78477,1,Echinoidea,271,1999
78479,2,Echinoidea,271,2005
78490,3,Echinoidea,271,2000
78491,3,Echinoidea,271,2002
78492,2,Crystallogobius linearis,271,1999
78493,2,Crystallogobius linearis,271,2003
78494,2,Crystallogobius linearis,271,2007
78509,3,Crystallogobius linearis,271,1998
78510,3,Crystallogobius linearis,271,2000
78511,3,Crystallogobius linearis,271,2002
78518,4,Crystallogobius linearis,271,2008
78556,21,Scomber scombrus,271,2004
78559,2,Manetyngel unknown,271,2007
78563,3,Manetyngel unknown,271,2008
78618,3,Pomatoschistus minutus,271,1995
78619,3,Pomatoschistus minutus,271,1996
78620,3,Pomatoschistus minutus,271,1997
78621,3,Pomatoschistus minutus,271,1998
78622,3,Pomatoschistus minutus,271,1999
78623,3,Pomatoschistus minutus,271,2000
78624,3,Pomatoschistus minutus,271,2001
78625,3,Pomatoschistus minutus,271,2002
78626,3,Pomatoschistus minutus,271,2003
78627,3,Pomatoschistus minutus,271,2004
78628,3,Pomatoschistus minutus,271,2005
78629,3,Pomatoschistus minutus,271,2006
78630,3,Pomatoschistus minutus,271,2007
78631,3,Pomatoschistus minutus,271,2008
78644,1,Limanda limanda,271,2003
78649,1,Pollachius virens,271,1995
78650,2,Pollachius virens,271,2000
78654,1,Clupea harengus,271,2004
78660,2,Clupea harengus,271,1997
78661,2,Clupea harengus,271,2001
78662,2,Clupea harengus,271,2002
78663,2,Clupea harengus,271,2007
78667,3,Clupea harengus,271,2005
78668,3,Clupea harengus,271,2006
78676,1,Salmo trutta,271,1997
78682,1,Asteroidea,271,2002
78696,1,Platichthys flesus,271,2004
78697,1,Platichthys flesus,271,2007
78709,1,Scophthalmus rhombus,271,1999
78710,1,Gasterosteidae,271,2002
78712,2,Gasterosteidae,271,1996
78723,1,Carcinus maenas,271,1995
78724,1,Carcinus maenas,271,1997
78725,1,Carcinus maenas,271,2003
78730,2,Carcinus maenas,271,2001
78743,3,Carcinus maenas,271,1996
78744,3,Carcinus maenas,271,2002
78745,1,Palaemon adspersus,271,1999
78748,2,Palaemon adspersus,271,1995
78749,2,Palaemon adspersus,271,2000
78750,2,Palaemon adspersus,271,2001
78751,2,Palaemon adspersus,271,2003
78752,2,Palaemon adspersus,271,2004
78763,3,Palaemon adspersus,271,1997
78764,4,Palaemon adspersus,271,2002
78782,2,Trachurus trachurus,271,2001
78783,2,Trachurus trachurus,271,2005
78789,3,Trachurus trachurus,271,2006
78791,4,Trachurus trachurus,271,2004
78799,2,Gobiusculus flavescens,271,1996
78800,2,Gobiusculus flavescens,271,1999
78801,2,Gobiusculus flavescens,271,2003
78802,2,Gobiusculus flavescens,271,2005
78803,2,Gobiusculus flavescens,271,2007
78825,3,Gobiusculus flavescens,271,1998
78830,4,Gobiusculus flavescens,271,1997
78841,1,Pholis gunnellus,271,2002
78867,1,Gadus morhua,271,1997
78870,2,Gadus morhua,271,2007
78880,7,Gadus morhua,271,2000
78893,2,Gadus morhua,271,1998
78895,4,Gadus morhua,271,1995
78917,3,Anguilla anguilla,272,1996
78918,3,Anguilla anguilla,272,1997
78933,3,Ctenolabrus rupestris,272,1995
78934,3,Ctenolabrus rupestris,272,1997
78935,3,Ctenolabrus rupestris,272,1998
78936,3,Ctenolabrus rupestris,272,1999
78937,3,Ctenolabrus rupestris,272,2000
78938,3,Ctenolabrus rupestris,272,2001
78939,3,Ctenolabrus rupestris,272,2002
78940,3,Ctenolabrus rupestris,272,2003
78941,3,Ctenolabrus rupestris,272,2004
78942,3,Ctenolabrus rupestris,272,2005
78943,3,Ctenolabrus rupestris,272,2006
78944,3,Ctenolabrus rupestris,272,2007
78945,3,Ctenolabrus rupestris,272,2008
78953,1,Labrus bergylta,272,1996
78954,1,Labrus bergylta,272,2000
78955,1,Labrus bergylta,272,2005
78956,1,Labrus bergylta,272,2008
78961,4,Labrus bergylta,272,2002
78963,9,Labrus bergylta,272,2004
78968,5,Cyanea capillata,272,1995
78970,10,Cyanea capillata,272,2003
78973,1,Sprattus sprattus,272,1997
78975,2,Sprattus sprattus,272,1998
78977,3,Sprattus sprattus,272,2006
78980,4,Sprattus sprattus,272,1999
78984,1,Symphodus melops,272,2008
78987,2,Symphodus melops,272,2000
78988,2,Symphodus melops,272,2005
78989,2,Symphodus melops,272,2007
78991,3,Symphodus melops,272,2001
78992,3,Symphodus melops,272,2002
78999,2,Crangon crangon,272,1997
79001,4,Crangon crangon,272,1996
79002,1,Merlangius merlangus,272,2003
79007,2,Merlangius merlangus,272,2005
79013,3,Echinoidea,272,1995
79015,2,Crystallogobius linearis,272,1999
79016,2,Crystallogobius linearis,272,2006
79022,2,Manetyngel unknown,272,2008
79035,3,Pomatoschistus minutus,272,1995
79036,3,Pomatoschistus minutus,272,1996
79037,3,Pomatoschistus minutus,272,1997
79038,3,Pomatoschistus minutus,272,1999
79039,3,Pomatoschistus minutus,272,2000
79040,3,Pomatoschistus minutus,272,2001
79041,3,Pomatoschistus minutus,272,2002
79042,3,Pomatoschistus minutus,272,2003
79043,3,Pomatoschistus minutus,272,2004
79044,3,Pomatoschistus minutus,272,2005
79045,3,Pomatoschistus minutus,272,2006
79046,3,Pomatoschistus minutus,272,2007
79047,3,Pomatoschistus minutus,272,2008
79055,1,Pollachius virens,272,1996
79057,4,Pollachius virens,272,1995
79063,1,Clupea harengus,272,2007
79066,3,Clupea harengus,272,2006
79067,5,Clupea harengus,272,1999
79071,1,Asteroidea,272,1998
79074,2,Asteroidea,272,2000
79075,2,Asteroidea,272,2005
79080,3,Asteroidea,272,1996
79083,1,Platichthys flesus,272,1997
79084,1,Platichthys flesus,272,2003
79085,1,Platichthys flesus,272,2006
79090,3,Platichthys flesus,272,2000
79091,1,Scophthalmus rhombus,272,1995
79092,1,Scophthalmus rhombus,272,2004
79093,1,Scophthalmus rhombus,272,2006
79096,1,Gasterosteidae,272,2001
79099,1,Carcinus maenas,272,1999
79102,2,Carcinus maenas,272,2000
79108,3,Carcinus maenas,272,1995
79109,3,Carcinus maenas,272,1996
79110,3,Carcinus maenas,272,1997
79111,3,Carcinus maenas,272,2001
79112,3,Carcinus maenas,272,2002
79113,3,Carcinus maenas,272,2003
79114,3,Carcinus maenas,272,2004
79115,3,Carcinus maenas,272,2006
79116,3,Carcinus maenas,272,2007
79120,4,Carcinus maenas,272,1998
79125,2,Palaemon adspersus,272,1996
79126,2,Palaemon adspersus,272,2000
79127,2,Palaemon adspersus,272,2001
79128,2,Palaemon adspersus,272,2002
79129,2,Palaemon adspersus,272,2003
79130,2,Palaemon adspersus,272,2007
79134,3,Palaemon adspersus,272,1995
79135,3,Palaemon adspersus,272,1998
79136,3,Palaemon adspersus,272,2004
79139,5,Palaemon adspersus,272,1997
79154,3,Gobiusculus flavescens,272,1996
79155,3,Gobiusculus flavescens,272,2000
79164,4,Gobiusculus flavescens,272,1997
79165,4,Gobiusculus flavescens,272,2001
79166,4,Gobiusculus flavescens,272,2003
79167,4,Gobiusculus flavescens,272,2004
79168,4,Gobiusculus flavescens,272,2006
79169,4,Gobiusculus flavescens,272,2007
79173,5,Gobiusculus flavescens,272,2005
79174,5,Gobiusculus flavescens,272,2008
79178,1,Sygnathus typhle,272,1996
79179,1,Sygnathus typhle,272,1998
79180,1,Sygnathus typhle,272,2000
79181,1,Sygnathus typhle,272,2002
79182,1,Sygnathus typhle,272,2004
79185,3,Sygnathus typhle,272,2008
79188,1,Pholis gunnellus,272,2008
79192,1,Spinachia spinachia,272,2008
79194,2,Spinachia spinachia,272,1996
79195,2,Spinachia spinachia,272,1997
79196,2,Spinachia spinachia,272,2000
79197,2,Spinachia spinachia,272,2003
79198,2,Spinachia spinachia,272,2004
79199,2,Spinachia spinachia,272,2006
79205,3,Spinachia spinachia,272,2002
79207,4,Spinachia spinachia,272,1998
79211,1,Gadus morhua,272,2006
79216,4,Gadus morhua,272,1995
79217,3,Gadus morhua,272,2007
79218,5,Gadus morhua,272,1998
79221,1,Gadus morhua,272,2000
79223,1,Scorpaenidae,272,1997
79224,1,Scorpaenidae,272,2000
79225,1,Scorpaenidae,272,2006
79226,1,Scorpaenidae,272,2008
79234,3,Scorpaenidae,272,1999
79235,3,Scorpaenidae,272,2002
79236,3,Scorpaenidae,272,2003
79565,2,Anguilla anguilla,274,1999
79566,3,Anguilla anguilla,274,1997
79614,3,Ctenolabrus rupestris,274,1995
79615,3,Ctenolabrus rupestris,274,1996
79616,3,Ctenolabrus rupestris,274,1997
79617,3,Ctenolabrus rupestris,274,1998
79618,3,Ctenolabrus rupestris,274,1999
79619,3,Ctenolabrus rupestris,274,2000
79620,3,Ctenolabrus rupestris,274,2001
79621,3,Ctenolabrus rupestris,274,2002
79622,3,Ctenolabrus rupestris,274,2003
79623,3,Ctenolabrus rupestris,274,2004
79624,3,Ctenolabrus rupestris,274,2005
79625,3,Ctenolabrus rupestris,274,2006
79626,3,Ctenolabrus rupestris,274,2007
79627,3,Ctenolabrus rupestris,274,2008
79638,1,Labrus bergylta,274,2001
79639,1,Labrus bergylta,274,2002
79640,1,Labrus bergylta,274,2003
79642,2,Labrus bergylta,274,2004
79644,3,Labrus bergylta,274,1996
79648,1,Cyanea capillata,274,2006
79653,2,Cyanea capillata,274,1996
79654,3,Cyanea capillata,274,1995
79655,3,Cyanea capillata,274,2000
79656,4,Cyanea capillata,274,2004
79659,94,Cyanea capillata,274,2003
79668,5,Sprattus sprattus,274,1996
